FID,fire_zone_type,place_fips,place_name,neighborhood,x,y
41791,SRA,59346,Ramona CDP,,-116.9248284,33.06744729
41902,,59346,Ramona CDP,,-116.93538,33.0316215
41903,,59346,Ramona CDP,,-116.8990065,33.0354785
41909,,59346,Ramona CDP,,-116.9509613,33.026198
41910,,59346,Ramona CDP,,-116.9519841,33.02706143
41911,SRA,59346,Ramona CDP,,-116.9507471,33.01525796
41912,SRA,59346,Ramona CDP,,-116.941478,33.014629
41917,,59346,Ramona CDP,,-116.9351975,33.016452
41918,SRA,59346,Ramona CDP,,-116.9167069,33.01000852
41919,SRA,59346,Ramona CDP,,-116.9263615,33.01060476
41920,SRA,59346,Ramona CDP,,-116.9208395,33.011006
41921,SRA,59346,Ramona CDP,,-116.9190055,33.012024
41922,,59346,Ramona CDP,,-116.8999949,33.02129626
41923,,59346,Ramona CDP,,-116.8964315,33.0262125
41928,SRA,59346,Ramona CDP,,-116.887083,33.073204
41929,SRA,59346,Ramona CDP,,-116.8865355,33.0781325
41930,SRA,59346,Ramona CDP,,-116.8750545,33.064575
41931,,59346,Ramona CDP,,-116.8580777,33.06820749
41932,SRA,59346,Ramona CDP,,-116.8344385,33.087318
41933,SRA,59346,Ramona CDP,,-116.840712,33.07717519
41934,,59346,Ramona CDP,,-116.8502802,33.06421886
41935,,59346,Ramona CDP,,-116.8439963,33.0682499
41941,SRA,59346,Ramona CDP,,-116.8856045,33.05595517
41942,,59346,Ramona CDP,,-116.8724921,33.05721413
41943,,59346,Ramona CDP,,-116.8518317,33.06328076
41944,,59346,Ramona CDP,,-116.8643485,33.0473635
41945,SRA,59346,Ramona CDP,,-116.8570051,33.04748693
41946,LRA,59346,Ramona CDP,,-116.8577283,33.04765806
41947,,59346,Ramona CDP,,-116.8611,33.0499115
41948,,59346,Ramona CDP,,-116.8509965,33.05149
41949,,59346,Ramona CDP,,-116.8530887,33.05447446
41950,,59346,Ramona CDP,,-116.8911818,33.03681828
41951,,59346,Ramona CDP,,-116.8920705,33.0394285
41952,LRA,59346,Ramona CDP,,-116.8913302,33.04401645
41953,,59346,Ramona CDP,,-116.8726306,33.03889808
41954,,59346,Ramona CDP,,-116.8802019,33.03982933
41955,,59346,Ramona CDP,,-116.882593,33.04232988
41956,,59346,Ramona CDP,,-116.8746525,33.04511
41957,,59346,Ramona CDP,,-116.8919935,33.03460901
41958,,59346,Ramona CDP,,-116.8878589,33.0352549
41959,,59346,Ramona CDP,,-116.89171,33.03599724
41960,,59346,Ramona CDP,,-116.8900843,33.03617076
41961,,59346,Ramona CDP,,-116.8787727,33.02800658
41962,,59346,Ramona CDP,,-116.8759377,33.02828807
41963,,59346,Ramona CDP,,-116.8764766,33.02842549
41964,,59346,Ramona CDP,,-116.8816224,33.03210987
41965,,59346,Ramona CDP,,-116.8757175,33.03212229
41966,,59346,Ramona CDP,,-116.874766,33.0330955
41967,,59346,Ramona CDP,,-116.8734699,33.03403033
41968,,59346,Ramona CDP,,-116.8685774,33.03959869
41969,,59346,Ramona CDP,,-116.867834,33.0402645
41970,,59346,Ramona CDP,,-116.8701223,33.04024746
41971,,59346,Ramona CDP,,-116.867933,33.0408585
41972,,59346,Ramona CDP,,-116.867558,33.042031
41973,,59346,Ramona CDP,,-116.8584135,33.03826596
41974,,59346,Ramona CDP,,-116.8545957,33.03888527
41975,LRA,59346,Ramona CDP,,-116.8535043,33.04261904
41976,,59346,Ramona CDP,,-116.8606557,33.04474258
41977,,59346,Ramona CDP,,-116.8655945,33.02719
41978,,59346,Ramona CDP,,-116.872013,33.0275565
41979,,59346,Ramona CDP,,-116.8652011,33.03069257
41980,,59346,Ramona CDP,,-116.8717385,33.03130138
41981,,59346,Ramona CDP,,-116.8604493,33.02817941
41982,,59346,Ramona CDP,,-116.8524847,33.03117705
41983,,59346,Ramona CDP,,-116.8518735,33.0327185
41984,,59346,Ramona CDP,,-116.8473295,33.039899
41985,,59346,Ramona CDP,,-116.8473242,33.04180955
41986,,59346,Ramona CDP,,-116.8404972,33.03370196
41987,,59346,Ramona CDP,,-116.8453945,33.0345655
41988,SRA,59346,Ramona CDP,,-116.8323516,33.03477728
41991,,59346,Ramona CDP,,-116.8895887,33.02227579
41992,,59346,Ramona CDP,,-116.879118,33.018747
41993,,59346,Ramona CDP,,-116.8825893,33.02006193
41994,,59346,Ramona CDP,,-116.8742027,33.02465751
41995,,59346,Ramona CDP,,-116.8828795,33.016876
41996,LRA,59346,Ramona CDP,,-116.8642285,33.018682
41997,,59346,Ramona CDP,,-116.8674072,33.01933403
41998,,59346,Ramona CDP,,-116.8715205,33.02462385
41999,,59346,Ramona CDP,,-116.8701875,33.02509273
42000,,59346,Ramona CDP,,-116.8646205,33.026043
42001,,59346,Ramona CDP,,-116.8625945,33.0268355
42002,SRA,59346,Ramona CDP,,-116.8671652,33.00923441
42003,,59346,Ramona CDP,,-116.8629286,33.0155184
42005,,59346,Ramona CDP,,-116.8451728,33.0190389
42006,,59346,Ramona CDP,,-116.846702,33.024356
42007,,59346,Ramona CDP,,-116.8466055,33.026594
42008,,59346,Ramona CDP,,-116.837486,33.0262475
147715,SRA,59346,Ramona CDP,,-116.902413,33.046432
147716,,59346,Ramona CDP,,-116.8984395,33.039073
147717,,59346,Ramona CDP,,-116.895553,33.039654
147718,,59346,Ramona CDP,,-116.9003225,33.033795
147722,,59346,Ramona CDP,,-116.9433536,33.02093939
147730,SRA,59346,Ramona CDP,,-116.923408,33.021499
147731,SRA,59346,Ramona CDP,,-116.9247255,33.0217475
147732,SRA,59346,Ramona CDP,,-116.935007,33.01364
147734,,59346,Ramona CDP,,-116.9071055,33.017562
147735,,59346,Ramona CDP,,-116.9045446,33.01449965
147740,SRA,59346,Ramona CDP,,-116.869482,33.074256
147741,SRA,59346,Ramona CDP,,-116.8641485,33.0772675
147742,SRA,59346,Ramona CDP,,-116.8570608,33.07912269
147743,,59346,Ramona CDP,,-116.8681965,33.06668
147744,SRA,59346,Ramona CDP,,-116.868011,33.070798
147745,SRA,59346,Ramona CDP,,-116.8677746,33.072635
147746,SRA,59346,Ramona CDP,,-116.8544398,33.06962249
147747,SRA,59346,Ramona CDP,,-116.844868,33.07775467
147748,SRA,59346,Ramona CDP,,-116.840446,33.0819445
147756,SRA,59346,Ramona CDP,,-116.8822216,33.06139706
147757,SRA,59346,Ramona CDP,,-116.888702,33.05154374
147758,SRA,59346,Ramona CDP,,-116.879811,33.05165924
147759,SRA,59346,Ramona CDP,,-116.8820052,33.05314776
147760,,59346,Ramona CDP,,-116.8675836,33.0569707
147761,SRA,59346,Ramona CDP,,-116.8695974,33.05973225
147762,,59346,Ramona CDP,,-116.8523842,33.05993502
147763,,59346,Ramona CDP,,-116.8597175,33.06087043
147764,,59346,Ramona CDP,,-116.8626305,33.0464025
147765,,59346,Ramona CDP,,-116.863377,33.04659613
147766,SRA,59346,Ramona CDP,,-116.8514072,33.04834942
147767,LRA,59346,Ramona CDP,,-116.8839333,33.04541426
147768,,59346,Ramona CDP,,-116.873394,33.03712836
147769,,59346,Ramona CDP,,-116.8726775,33.0420575
147770,,59346,Ramona CDP,,-116.8867207,33.03344067
147771,,59346,Ramona CDP,,-116.8728578,33.02868582
147772,,59346,Ramona CDP,,-116.8736425,33.03433783
147773,,59346,Ramona CDP,,-116.8751298,33.0345235
147774,,59346,Ramona CDP,,-116.8662688,33.03856098
147775,,59346,Ramona CDP,,-116.8643666,33.03895066
147776,,59346,Ramona CDP,,-116.8725272,33.04028584
147777,,59346,Ramona CDP,,-116.8633891,33.04063774
147778,,59346,Ramona CDP,,-116.8659193,33.04069286
147779,,59346,Ramona CDP,,-116.862794,33.04295566
147780,,59346,Ramona CDP,,-116.8628025,33.0443865
147781,,59346,Ramona CDP,,-116.8517435,33.0363745
147782,,59346,Ramona CDP,,-116.8592521,33.03820566
147783,,59346,Ramona CDP,,-116.850637,33.0414135
147784,,59346,Ramona CDP,,-116.8580343,33.04329174
147785,LRA,59346,Ramona CDP,,-116.8571478,33.04485225
147786,LRA,59346,Ramona CDP,,-116.8572926,33.04528391
147787,,59346,Ramona CDP,,-116.863195,33.027471
147788,,59346,Ramona CDP,,-116.869156,33.02767929
147789,,59346,Ramona CDP,,-116.865247,33.0290515
147790,,59346,Ramona CDP,,-116.864261,33.03439
147791,,59346,Ramona CDP,,-116.871969,33.035288
147792,,59346,Ramona CDP,,-116.8680645,33.035816
147793,,59346,Ramona CDP,,-116.8518546,33.02920503
147794,,59346,Ramona CDP,,-116.8583102,33.03254568
147795,,59346,Ramona CDP,,-116.8383905,33.058742
147796,SRA,59346,Ramona CDP,,-116.847524,33.048142
147797,,59346,Ramona CDP,,-116.8454189,33.05419943
147798,SRA,59346,Ramona CDP,,-116.834547,33.04645039
147799,SRA,59346,Ramona CDP,,-116.8366898,33.05239053
147801,SRA,59346,Ramona CDP,,-116.8428422,33.04109072
147802,,59346,Ramona CDP,,-116.850365,33.0336945
147803,,59346,Ramona CDP,,-116.8917382,33.02082312
147804,,59346,Ramona CDP,,-116.87685,33.0192095
147805,,59346,Ramona CDP,,-116.8815489,33.02018991
147806,,59346,Ramona CDP,,-116.88426,33.015771
147807,,59346,Ramona CDP,,-116.88586,33.01731
147808,,59346,Ramona CDP,,-116.8516422,33.02623425
147810,SRA,59346,Ramona CDP,,-116.859696,33.002215
147811,,59346,Ramona CDP,,-116.8479468,33.0216753
253205,,59346,Ramona CDP,,-116.943519,33.0272965
253206,,59346,Ramona CDP,,-116.9329875,33.051358
253207,SRA,59346,Ramona CDP,,-116.9008785,33.04645202
253208,,59346,Ramona CDP,,-116.8976775,33.0368005
253209,,59346,Ramona CDP,,-116.9054843,33.04490025
253210,,59346,Ramona CDP,,-116.8962529,33.02813728
253211,,59346,Ramona CDP,,-116.9002207,33.02886228
253212,,59346,Ramona CDP,,-116.8948311,33.02993046
253213,,59346,Ramona CDP,,-116.8998468,33.03502396
253215,,59346,Ramona CDP,,-116.9427555,33.022823
253220,,59346,Ramona CDP,,-116.932854,33.01790016
253221,SRA,59346,Ramona CDP,,-116.9297612,33.02021315
253222,SRA,59346,Ramona CDP,,-116.9227172,33.02169169
253223,SRA,59346,Ramona CDP,,-116.932567,33.0132495
253224,,59346,Ramona CDP,,-116.935748,33.01615964
253225,SRA,59346,Ramona CDP,,-116.9315165,33.016417
253226,SRA,59346,Ramona CDP,,-116.932395,33.01750532
253227,SRA,59346,Ramona CDP,,-116.9265594,33.01431392
253228,SRA,59346,Ramona CDP,,-116.924975,33.0169925
253230,SRA,59346,Ramona CDP,,-116.8888289,33.07745849
253231,SRA,59346,Ramona CDP,,-116.8674045,33.0738733
253232,SRA,59346,Ramona CDP,,-116.8601655,33.0765775
253233,,59346,Ramona CDP,,-116.8548385,33.06896413
253235,,59346,Ramona CDP,,-116.844591,33.0706085
253243,SRA,59346,Ramona CDP,,-116.8833216,33.05635257
253244,SRA,59346,Ramona CDP,,-116.8737401,33.06116296
253245,SRA,59346,Ramona CDP,,-116.8785403,33.04788374
253246,SRA,59346,Ramona CDP,,-116.8742276,33.05109274
253247,SRA,59346,Ramona CDP,,-116.879224,33.054072
253248,,59346,Ramona CDP,,-116.8597937,33.05639459
253249,,59346,Ramona CDP,,-116.8605435,33.061375
253250,,59346,Ramona CDP,,-116.8636838,33.04579337
253251,,59346,Ramona CDP,,-116.8686928,33.05237616
253252,,59346,Ramona CDP,,-116.8704335,33.05278175
253253,SRA,59346,Ramona CDP,,-116.8538536,33.04605045
253254,,59346,Ramona CDP,,-116.875661,33.03732337
253255,,59346,Ramona CDP,,-116.877637,33.04007616
253256,,59346,Ramona CDP,,-116.8896131,33.02746809
253257,,59346,Ramona CDP,,-116.8935076,33.03118586
253258,,59346,Ramona CDP,,-116.8905983,33.03165396
253259,,59346,Ramona CDP,,-116.8924794,33.03233022
253260,,59346,Ramona CDP,,-116.8751183,33.03238852
253261,,59346,Ramona CDP,,-116.871329,33.0373335
253262,,59346,Ramona CDP,,-116.8650716,33.03828914
253263,,59346,Ramona CDP,,-116.866484,33.03864567
253264,,59346,Ramona CDP,,-116.87144,33.041386
253265,,59346,Ramona CDP,,-116.8662951,33.04358351
253266,,59346,Ramona CDP,,-116.8642158,33.04468199
253267,,59346,Ramona CDP,,-116.8553305,33.0408545
253268,,59346,Ramona CDP,,-116.8684476,33.0344536
253269,,59346,Ramona CDP,,-116.8717693,33.03509184
253270,,59346,Ramona CDP,,-116.8697619,33.03560528
253271,,59346,Ramona CDP,,-116.8720285,33.0360795
253272,,59346,Ramona CDP,,-116.857423,33.0303035
253273,,59346,Ramona CDP,,-116.8572844,33.03274358
253274,,59346,Ramona CDP,,-116.8518528,33.03383293
253275,,59346,Ramona CDP,,-116.8378391,33.05910312
253276,SRA,59346,Ramona CDP,,-116.8397279,33.04950461
253277,SRA,59346,Ramona CDP,,-116.8172829,33.05937301
253278,SRA,59346,Ramona CDP,,-116.8424166,33.03959591
253279,,59346,Ramona CDP,,-116.8505795,33.0300095
253280,,59346,Ramona CDP,,-116.8867793,33.02319514
253281,,59346,Ramona CDP,,-116.874299,33.018852
253282,,59346,Ramona CDP,,-116.8824802,33.024867
253283,,59346,Ramona CDP,,-116.87845,33.025106
253284,,59346,Ramona CDP,,-116.8770595,33.0087275
253285,,59346,Ramona CDP,,-116.8802,33.0121225
253286,,59346,Ramona CDP,,-116.8818695,33.0131765
253287,LRA,59346,Ramona CDP,,-116.8626925,33.0186665
253288,LRA,59346,Ramona CDP,,-116.863285,33.022573
253289,,59346,Ramona CDP,,-116.8683041,33.02332411
253290,,59346,Ramona CDP,,-116.8660085,33.0176215
253291,SRA,59346,Ramona CDP,,-116.8534775,33.0114445
253295,,59346,Ramona CDP,,-116.8495905,33.01924161
253296,,59346,Ramona CDP,,-116.8421066,33.02345369
359702,,59346,Ramona CDP,,-116.94999,33.0280785
359704,,59346,Ramona CDP,,-116.9042585,33.0414935
359705,,59346,Ramona CDP,,-116.8979139,33.02999508
359710,,59346,Ramona CDP,,-116.949525,33.02012186
359711,,59346,Ramona CDP,,-116.9562048,33.02678346
359713,SRA,59346,Ramona CDP,,-116.9386868,33.01265024
359715,SRA,59346,Ramona CDP,,-116.930866,33.0123975
359716,SRA,59346,Ramona CDP,,-116.9316048,33.01468332
359717,SRA,59346,Ramona CDP,,-116.925311,33.0159815
359718,,59346,Ramona CDP,,-116.896661,33.01567416
359723,SRA,59346,Ramona CDP,,-116.8542923,33.08339731
359724,SRA,59346,Ramona CDP,,-116.852285,33.0848315
359725,SRA,59346,Ramona CDP,,-116.870383,33.0743525
359726,SRA,59346,Ramona CDP,,-116.8618875,33.0751695
359727,,59346,Ramona CDP,,-116.8638225,33.064123
359728,SRA,59346,Ramona CDP,,-116.8628346,33.06815346
359729,SRA,59346,Ramona CDP,,-116.8616205,33.0718815
359730,SRA,59346,Ramona CDP,,-116.862904,33.0727355
359731,SRA,59346,Ramona CDP,,-116.8606982,33.07263843
359732,SRA,59346,Ramona CDP,,-116.8370613,33.08303369
359733,SRA,59346,Ramona CDP,,-116.8359623,33.08607566
359734,,59346,Ramona CDP,,-116.8389652,33.07922771
359735,,59346,Ramona CDP,,-116.8473915,33.0651065
359736,,59346,Ramona CDP,,-116.8371075,33.0689865
359737,,59346,Ramona CDP,,-116.83694,33.0690865
359738,SRA,59346,Ramona CDP,,-116.8133491,33.06404778
359741,SRA,59346,Ramona CDP,,-116.8826975,33.0578315
359742,SRA,59346,Ramona CDP,,-116.8898098,33.05262358
359743,SRA,59346,Ramona CDP,,-116.8730545,33.0503055
359744,SRA,59346,Ramona CDP,,-116.8726285,33.0538305
359745,,59346,Ramona CDP,,-116.863572,33.0590405
359746,SRA,59346,Ramona CDP,,-116.8687664,33.05964389
359747,,59346,Ramona CDP,,-116.868335,33.0471765
359748,,59346,Ramona CDP,,-116.869019,33.0544085
359749,,59346,Ramona CDP,,-116.8844425,33.039778
359750,LRA,59346,Ramona CDP,,-116.885915,33.04544633
359751,,59346,Ramona CDP,,-116.8745865,33.036586
359752,,59346,Ramona CDP,,-116.8731934,33.03724827
359753,,59346,Ramona CDP,,-116.8899865,33.0300785
359754,,59346,Ramona CDP,,-116.8901329,33.03075958
359755,,59346,Ramona CDP,,-116.8872508,33.03222071
359756,,59346,Ramona CDP,,-116.875399,33.033897
359757,,59346,Ramona CDP,,-116.873112,33.034402
359758,,59346,Ramona CDP,,-116.8737379,33.0345337
359759,,59346,Ramona CDP,,-116.8653235,33.03727
359760,,59346,Ramona CDP,,-116.866846,33.038596
359761,,59346,Ramona CDP,,-116.8619887,33.04164294
359762,,59346,Ramona CDP,,-116.862189,33.04375884
359763,,59346,Ramona CDP,,-116.855815,33.0363175
359764,,59346,Ramona CDP,,-116.8533005,33.0377775
359765,,59346,Ramona CDP,,-116.8611067,33.03908677
359766,,59346,Ramona CDP,,-116.8597225,33.04154037
359767,,59346,Ramona CDP,,-116.8686148,33.03298802
359768,,59346,Ramona CDP,,-116.86894,33.0349215
359769,,59346,Ramona CDP,,-116.8539948,33.02956308
359770,,59346,Ramona CDP,,-116.8597487,33.0306073
359771,,59346,Ramona CDP,,-116.8553175,33.035725
359772,,59346,Ramona CDP,,-116.842283,33.0566625
359773,,59346,Ramona CDP,,-116.848862,33.06007484
359774,SRA,59346,Ramona CDP,,-116.8408494,33.04931473
359775,SRA,59346,Ramona CDP,,-116.839239,33.052592
359776,,59346,Ramona CDP,,-116.84603,33.0323925
359777,,59346,Ramona CDP,,-116.8451346,33.03354655
359778,SRA,59346,Ramona CDP,,-116.831955,33.0347685
359779,SRA,59346,Ramona CDP,,-116.8378725,33.03550434
359781,,59346,Ramona CDP,,-116.8878587,33.01928
359782,,59346,Ramona CDP,,-116.887615,33.0203455
359783,,59346,Ramona CDP,,-116.894099,33.026372
359784,,59346,Ramona CDP,,-116.8824195,33.0219385
359785,,59346,Ramona CDP,,-116.885618,33.0087155
359786,,59346,Ramona CDP,,-116.885188,33.017297
359787,LRA,59346,Ramona CDP,,-116.8659335,33.022699
359788,,59346,Ramona CDP,,-116.8703997,33.02512492
359789,,59346,Ramona CDP,,-116.869143,33.026575
359790,,59346,Ramona CDP,,-116.8509305,33.02131
359791,,59346,Ramona CDP,,-116.8522556,33.02287871
359792,,59346,Ramona CDP,,-116.862432,33.014357
359793,,59346,Ramona CDP,,-116.8441046,33.01692026
359799,SRA,59346,Ramona CDP,,-116.8489615,33.0004795
465407,,59346,Ramona CDP,,-116.8993181,33.03846159
465408,,59346,Ramona CDP,,-116.8955113,33.0425049
465409,LRA,59346,Ramona CDP,,-116.8945457,33.04414664
465413,SRA,59346,Ramona CDP,,-116.950627,33.0177985
465420,SRA,59346,Ramona CDP,,-116.92871,33.0131435
465421,,59346,Ramona CDP,,-116.9382775,33.01695069
465422,SRA,59346,Ramona CDP,,-116.9229422,33.01019385
465423,,59346,Ramona CDP,,-116.918886,33.014098
465424,,59346,Ramona CDP,,-116.9225972,33.01456716
465425,,59346,Ramona CDP,,-116.8988952,33.02476759
465438,SRA,59346,Ramona CDP,,-116.8913695,33.071898
465439,SRA,59346,Ramona CDP,,-116.867819,33.0754155
465440,SRA,59346,Ramona CDP,,-116.864736,33.0779025
465441,SRA,59346,Ramona CDP,,-116.8679895,33.0779785
465442,SRA,59346,Ramona CDP,,-116.8584215,33.0791605
465443,SRA,59346,Ramona CDP,,-116.860575,33.069917
465444,SRA,59346,Ramona CDP,,-116.855588,33.070326
465445,SRA,59346,Ramona CDP,,-116.8593267,33.07058759
465446,SRA,59346,Ramona CDP,,-116.8440861,33.08786301
465447,SRA,59346,Ramona CDP,,-116.8368981,33.08257997
465448,SRA,59346,Ramona CDP,,-116.8359305,33.08441916
465449,SRA,59346,Ramona CDP,,-116.8404948,33.07802634
465450,SRA,59346,Ramona CDP,,-116.840363,33.0799035
465451,SRA,59346,Ramona CDP,,-116.8435637,33.08133828
465452,SRA,59346,Ramona CDP,,-116.8349389,33.08152012
465453,,59346,Ramona CDP,,-116.8482405,33.0645165
465454,,59346,Ramona CDP,,-116.8432,33.06883728
465458,SRA,59346,Ramona CDP,,-116.886894,33.05593142
465459,SRA,59346,Ramona CDP,,-116.881047,33.0582785
465460,LRA,59346,Ramona CDP,,-116.8930263,33.04611487
465461,SRA,59346,Ramona CDP,,-116.87337,33.05016382
465462,SRA,59346,Ramona CDP,,-116.875859,33.0530305
465463,,59346,Ramona CDP,,-116.8657522,33.0558909
465464,,59346,Ramona CDP,,-116.862155,33.0623535
465465,,59346,Ramona CDP,,-116.8657121,33.04594375
465466,,59346,Ramona CDP,,-116.871309,33.0467385
465467,,59346,Ramona CDP,,-116.864003,33.04758433
465468,,59346,Ramona CDP,,-116.869239,33.0514455
465469,,59346,Ramona CDP,,-116.86526,33.054122
465470,SRA,59346,Ramona CDP,,-116.851928,33.047825
465471,,59346,Ramona CDP,,-116.8601802,33.04832266
465472,,59346,Ramona CDP,,-116.8815261,33.03763239
465473,,59346,Ramona CDP,,-116.8733438,33.03910951
465474,,59346,Ramona CDP,,-116.8908396,33.02919239
465475,,59346,Ramona CDP,,-116.8906762,33.02959757
465476,,59346,Ramona CDP,,-116.8898123,33.03031873
465477,,59346,Ramona CDP,,-116.8893531,33.03139405
465478,,59346,Ramona CDP,,-116.8858323,33.03479848
465479,,59346,Ramona CDP,,-116.8734021,33.02794161
465480,,59346,Ramona CDP,,-116.872861,33.03259835
465481,,59346,Ramona CDP,,-116.8767398,33.0335655
465482,,59346,Ramona CDP,,-116.8713345,33.0374725
465483,,59346,Ramona CDP,,-116.868101,33.03793012
465484,,59346,Ramona CDP,,-116.8722,33.0417615
465485,,59346,Ramona CDP,,-116.86414,33.04358
465486,,59346,Ramona CDP,,-116.8565725,33.04149448
465487,,59346,Ramona CDP,,-116.856578,33.04332465
465488,,59346,Ramona CDP,,-116.8595538,33.04412192
465489,,59346,Ramona CDP,,-116.8640335,33.0287305
465490,,59346,Ramona CDP,,-116.8583382,33.02807446
465491,,59346,Ramona CDP,,-116.8526049,33.03158891
465492,,59346,Ramona CDP,,-116.8588815,33.03596036
465493,SRA,59346,Ramona CDP,,-116.8274629,33.0507757
465494,SRA,59346,Ramona CDP,,-116.8417846,33.03927522
465495,SRA,59346,Ramona CDP,,-116.8503208,33.04349854
465496,SRA,59346,Ramona CDP,,-116.8473843,33.04404429
465497,SRA,59346,Ramona CDP,,-116.8349485,33.0394405
465498,,59346,Ramona CDP,,-116.841327,33.032044
465499,SRA,59346,Ramona CDP,,-116.8453167,33.03629439
465505,,59346,Ramona CDP,,-116.8843385,33.02361968
465506,,59346,Ramona CDP,,-116.888067,33.0270145
465507,,59346,Ramona CDP,,-116.8727116,33.01877497
465508,,59346,Ramona CDP,,-116.8772839,33.01972782
465509,,59346,Ramona CDP,,-116.8797591,33.02362051
465510,,59346,Ramona CDP,,-116.8788607,33.02489077
465511,,59346,Ramona CDP,,-116.8943285,33.01122
465512,SRA,59346,Ramona CDP,,-116.8538887,33.01410357
465516,,59346,Ramona CDP,,-116.8634853,33.00727253
465527,SRA,59346,Ramona CDP,,-116.849112,32.99982679
571439,SRA,59346,Ramona CDP,,-116.8953848,33.04745687
571440,SRA,59346,Ramona CDP,,-116.9017767,33.04788882
571441,,59346,Ramona CDP,,-116.9014175,33.051214
571442,,59346,Ramona CDP,,-116.8964245,33.0331725
571445,SRA,59346,Ramona CDP,,-116.9517291,33.01561818
571448,SRA,59346,Ramona CDP,,-116.9386811,33.01325283
571449,,59346,Ramona CDP,,-116.9389501,33.01519675
571450,,59346,Ramona CDP,,-116.9241725,33.0243595
571451,,59346,Ramona CDP,,-116.9236833,33.0176746
571452,SRA,59346,Ramona CDP,,-116.9060676,33.01149127
571458,SRA,59346,Ramona CDP,,-116.8916515,33.073335
571459,SRA,59346,Ramona CDP,,-116.8896735,33.0789855
571460,SRA,59346,Ramona CDP,,-116.882502,33.07745343
571461,SRA,59346,Ramona CDP,,-116.8890483,33.07016695
571462,SRA,59346,Ramona CDP,,-116.863891,33.0746265
571463,SRA,59346,Ramona CDP,,-116.8522385,33.07381131
571464,SRA,59346,Ramona CDP,,-116.8597532,33.07709453
571465,SRA,59346,Ramona CDP,,-116.8724865,33.0655065
571466,,59346,Ramona CDP,,-116.8644075,33.0668655
571467,SRA,59346,Ramona CDP,,-116.8475046,33.09047049
571468,SRA,59346,Ramona CDP,,-116.8360035,33.088891
571471,SRA,59346,Ramona CDP,,-116.840419,33.078154
571472,SRA,59346,Ramona CDP,,-116.8203589,33.06859225
571474,SRA,59346,Ramona CDP,,-116.8898688,33.05167426
571475,SRA,59346,Ramona CDP,,-116.8787343,33.05272325
571476,SRA,59346,Ramona CDP,,-116.8812377,33.05316673
571477,SRA,59346,Ramona CDP,,-116.8668565,33.0614205
571478,,59346,Ramona CDP,,-116.862193,33.063254
571479,,59346,Ramona CDP,,-116.8630493,33.04611303
571480,,59346,Ramona CDP,,-116.893794,33.03707748
571481,,59346,Ramona CDP,,-116.8870336,33.04206689
571482,LRA,59346,Ramona CDP,,-116.892485,33.0440095
571483,,59346,Ramona CDP,,-116.8820245,33.037519
571484,,59346,Ramona CDP,,-116.8805381,33.04402904
571485,,59346,Ramona CDP,,-116.8898495,33.0273495
571486,,59346,Ramona CDP,,-116.8936428,33.03233185
571487,,59346,Ramona CDP,,-116.8766466,33.0273604
571488,,59346,Ramona CDP,,-116.87344,33.0336355
571489,,59346,Ramona CDP,,-116.8733782,33.03391149
571490,,59346,Ramona CDP,,-116.8742296,33.0348827
571491,,59346,Ramona CDP,,-116.8708409,33.03804271
571492,,59346,Ramona CDP,,-116.8712194,33.03832008
571493,,59346,Ramona CDP,,-116.8627896,33.04112908
571494,,59346,Ramona CDP,,-116.8654893,33.04138557
571495,,59346,Ramona CDP,,-116.8526875,33.036348
571496,,59346,Ramona CDP,,-116.8607786,33.03909408
571497,,59346,Ramona CDP,,-116.861472,33.04181919
571498,,59346,Ramona CDP,,-116.8523448,33.04244553
571499,,59346,Ramona CDP,,-116.869181,33.0332625
571500,,59346,Ramona CDP,,-116.8706587,33.03385602
571501,,59346,Ramona CDP,,-116.8569108,33.02859435
571502,,59346,Ramona CDP,,-116.853943,33.0288215
571503,,59346,Ramona CDP,,-116.8391012,33.0592112
571504,SRA,59346,Ramona CDP,,-116.8383064,33.04729676
571505,SRA,59346,Ramona CDP,,-116.8345815,33.0484655
571506,SRA,59346,Ramona CDP,,-116.8376257,33.05175424
571507,,59346,Ramona CDP,,-116.8459224,33.03633676
571508,,59346,Ramona CDP,,-116.8464745,33.0404305
571509,,59346,Ramona CDP,,-116.8461345,33.042946
571510,,59346,Ramona CDP,,-116.8845716,33.01885046
571511,,59346,Ramona CDP,,-116.8915695,33.0200635
571512,,59346,Ramona CDP,,-116.8931635,33.02616249
571513,,59346,Ramona CDP,,-116.8727673,33.01963472
571514,,59346,Ramona CDP,,-116.8831408,33.0252973
571515,,59346,Ramona CDP,,-116.8891433,33.00996608
571516,,59346,Ramona CDP,,-116.890225,33.010837
571517,,59346,Ramona CDP,,-116.89387,33.011642
571518,,59346,Ramona CDP,,-116.8884003,33.01241593
571519,,59346,Ramona CDP,,-116.88877,33.0178265
571520,,59346,Ramona CDP,,-116.8741745,33.008984
571521,,59346,Ramona CDP,,-116.8675215,33.018885
571522,,59346,Ramona CDP,,-116.8716757,33.02003222
571523,LRA,59346,Ramona CDP,,-116.8640007,33.02270953
571524,LRA,59346,Ramona CDP,,-116.8617358,33.02366757
571525,,59346,Ramona CDP,,-116.863637,33.0244305
571526,,59346,Ramona CDP,,-116.8662506,33.02550981
571527,,59346,Ramona CDP,,-116.8506005,33.021327
571528,SRA,59346,Ramona CDP,,-116.8574497,33.01246101
571529,,59346,Ramona CDP,,-116.867148,33.00851254
571530,,59346,Ramona CDP,,-116.8586468,33.00773085
